File,Chunk_Index,Transcription
SandalWoodNewsStories_284.mp3,18,ಅಖ್ಲೆಇಂ ಯಇಜೆಲ್ಲ ನೀವ ಚಿಕೋರೈದಾಗಾದ ಲನೀವು ಕನ್ನಿಡ್ಕೊಬಟಯಿತ್ತು ಹೌದ ನಾನವ ವೈಸ್ ನ ಲೇನ್ ಮಾಡುಡ್ಕು ಆರಮುನ್ದೊಬ್ಗ್ಕೊಂತ ಆಖಕ್ಯಸೋ ನಾನುವ ಹವಹಿಸಲೈದ ನೀವೆ ಯಾವಹಿಸಲ್ಲಿದ್ರಿಅವುರಸ್ಯಹರ್ ನಿನಿಗಿನ ಚಿಕ್ವಹಿಸಿಗನೇಯೆಯನ್ನ್ನ ಚಿತರ್ಗಾರ ಚದ್ರನಗ ಬೊಂದೆು ಬಿಡು ನ ಹದಿನೈ ದ್ವಹಿಸಿರಬ ಬಂದೆನು ಆ ನೇವೆಲ್ಲ ಆ ಬಾಯೈಬಾನ್ ನಗೋಲನ್ ಸ್ಪುನುವ ಬಾಯ್ಲೆಕೆಗೊಳಡನ್ ಅನ್ಮಾಗಾ ಇರುಬದೋ ನೀರಾಗಿರುಬುದೋ ಆ ಒಳ್ಳೆ ಅಪ್ಪಂದರ್ ಪಡುಕೊಒಬ್ಬಂದಿದೆರ ಹಳಯಾಲ್ಸಅವಖ್ಯಾ ಒಳೆ ಅಪ್ಪಂದನ್ ಪಡುಗೊ ಬಂದಿದ್ರ ಹಬೆನ್ನೋಡನ್ನು ವಸ್ತಾಗಿನಿನ್ ಲಾಷ್ಟ್ರೀಯ ಮ ಒಬ್ಬಂದೇ ಲಾಲ ಪೂಜಕರ್ಧಿಯದ ಬಂಬಿ ಲ್ಲೆಸ್ ಅ ಲೈಹ್ಯಗನಸ್ತನ ತಆವಿದ ತಟದೆಗೆ ಹಿಗಯನ್ ಸತಂತ ದರಯ ವಾಗನಿವಬನ್ಗೆು ಸ್ಾಫ್ದರಿಂಜಿನಿರ ತ್ದಯಾರೆಯ ಸಒಪ್ದನ್ನೆಿಂಟು ಹಿದಾಬಹರು ಒಂಶ್ೆಟಾಡ ಸಂಡಾಯಿತವೊಂದ್ರೆ ಬರುಬರ್ಕೊೆಲ್ಲಾದವಂದ ್ರೊತ್ತರದನ್ನಿ ಅವ ಖ್ಯಾಲವಾೈವತ್ತರುವತ್ನಹರನ್ರಕ ಸ್ಟಾಗ್ತವನ್ನವನ್ನು ಹಾೌದೊಸ ಯದು ಸುಮಾರವನ್ನು ಇಪ್ಪತ್ಕಿಲೊಮೆ ಟ್ರ್ ಗಬೋದನೊರ್ಟೆ ಇಲ್ಲೆಸೌ ಇಪ್ಪತ್ತೈದ್ ಕೆಲಮಟರಲು ಅವದು ಕಯಾಣಿಕರ ಬ್ಯಾಶಂಟ್ರಒಬಯನ ಭ್ಯಜಸ್ಟಿಕಿನ ಇಪದೇಕ ಲಮತ್ತ ಇಪ ಇಷ್ಟಾತ್ರ ರೋದರಿಂದ ಅಒಂದು ನೋರ್ಮಲಾಗಿ ಸಾಟಡ ಸಂಡ ಕೊಂದು ಬೊಂಡಯಜಿಲ್ಮರ್ಕೊನೋಗಾರಿಇತ್ತಿ ಮೊ್ೊಳ್ಳ ಜಾಗಮಾಡಿದರವಂ್ಳುಳ್ಳೆ ವಾತವಣ ಹಸ್ತೆಸ್ಿಅಭ್ಯಂಸೆನಸ್ು ಇಲ್ಲಿನಿ ಅಲೋಲಂಯಬಂಧದಿ ತಕ್ಷನ ಇಟನೆ ಇನದು ಐಕ್ಯಾಂಟಿ ಅವ್ಧ ಮಡ ತಲ ವಷ್ಟು ಇದೈಕಣ್ಣುಗವಿದ್ದಿದು ಹದ ಸತುಮಕುಶಯಿತು ಲ್ಲನರಹಚನರ ಮಡಿದರ ಅಮೇಲಹಾ ಇಲ್ವಿರೋನ್ಮೆಂಟ್ ಬಂದಿನ ಅಖ್ಯ ಸೊಯನಿದ ಆಲ್ದಬೆಷ್ಟ್ ಫಧುವದರಂಗ್ಯುತ್ ತೂಚ ಆ ನಮ್ಮ ಹುಡಗ ವಿಶ್ವೇಶ್ವರ
SandalWoodNewsStories_284.mp3,19,ಆ ಬೆಳಿಲೀಷಲಾಗಿ
SandalWoodNewsStories_284.mp3,20,ನಾರಡಿ
SandalWoodNewsStories_284.mp3,21,ಎಲ್ಬಿಂಚು ತೆಗಿನ್ ಮರ
SandalWoodNewsStories_284.mp3,22,ಆದಾಮಿಷ್ಟು ಕೂಲಕನಸ್ಸಿ ನೊಡಿದನ ಬ್ನೇದ ಬಳ ಉದ್ಧಕಣ ಸ
SandalWoodNewsStories_284.mp3,23,ರ್ವ ನೊಡೆಯುಳ್ಗ ಬಳ ಅದ್ಭುತ್ವ ಕಲಾವಿಧಯ್ನು ಒ ಒಳಟಾಲೆಂಟಿದೆ ಒಳ್ಯ ವಾಯಿಸು ಬೇಸ್ವಾಯಿಸು
SandalWoodNewsStories_284.mp3,24,ಆಎಲ್ಲ ದಿಕಿನ ಒಳ್ಳೆ ಬನಸ್ಸು ಅ
SandalWoodNewsStories_284.mp3,25,ಅ ನೀನು ನಿರ್ಪ್ರೆನ್ಸ್ ಕೆಲನ ಪ್ರಾವ್ರತೋಳದ್ವಗ್ಗೆ ಹೇಳುಕೊಂಡೇತರ ಕಂಡಿತ ಸವೋ
SandalWoodNewsStories_284.mp3,26,ಇವತ್ತಿನ ಈ ಎಪ್ಸಡು ಉಂಸ್ಥಿವೆ ಎಲಳೆದೆ
SandalWoodNewsStories_284.mp3,27,ಆ
SandalWoodNewsStories_284.mp3,28,ಚಂದನವನದ
SandalWoodNewsStories_284.mp3,29,ಸುಂದರಾಜು ಸುಂದರ ರಾಜರ ಮಗ ವಿಶ್ವೇಶ್ವರನಮ ಕಾಶಿ ವಿಶ್ವೇಷವರ
SandalWoodNewsStories_284.mp3,30,ಆ ಅವದ ಅಪೀಕಿನ ವಿಶ್ವಾನತ್ ಕರಿತಿವೆ ಅನು
SandalWoodNewsStories_112.mp3,0,
SandalWoodNewsStories_112.mp3,1,ಹೃರೋಬಾ ಉಗಯಮಿ
SandalWoodNewsStories_112.mp3,2,ಅಂಕ್ಲಿ ಗದಿರಹೆದ್ಮು
SandalWoodNewsStories_305.mp3,0,ಅದ್ರಿನ ನಾವಿಸು ಮರು ಒಂದು ಲ್ಚಲ ಇ ಸಾವಿದ ಸ್ರಹಣನ ಗಳಿಸಬೋದುಪ್ರೈಲೆಟ್ ಮಾರ್ಕೆಲ್ಲಿ ಇದರ ಮೊಂದು ಬೆಲೆ ಂದು ೇೆ ಸುಮರು ಹ್ಕ್ರಂದ ಹಗ್ವಿಲ ೈದು ಸಾಗಿರು ಬೈಲೆ ಬದು ಬೇರೆ ಮರದ ಬೇರಿನ ಮೇಲೆ ನೀರು ೋಷಕಾಂಶಗಳ ಹೀರ್ಕೊಳಕ್ಕೆ ಿಪಟ್ಟಗಿದೆ ವಗನ ವಿಲ್ಲೆ ನೋಡದಾ್ರೆ ೈದು ಹ್ವಿ್ರೋಗರಿಂದ ರಗಯಂದರ ಕೊಕ್ಟುಳಗರಳಂದ ರೀ ಒೊಂದು ಮರ ಚನಾಗಿ ಬೆಳೆಕೊಂದುಡು ಹಯದ ರುಗಿ ನಮಸ್ಕಾರ ಶ್ರೀಗಂದ ಒಂದು ಅತ್ಯ ಮೂಲ್ಯವಾದ ಮರ ಈದು ತನ್ನ ಸುಗಂಧ ದಿಂದ ಇಡೀ ಚ ಅಗತಿನಲೆ ಪ್ರ್ಯಾತಿಗೊಂಡಿದೆ ಈ ಒಂದು ಮರಕ್ಕೆ ್ನ್ಯಾಸ್ಟೊಲ್ ಮತೆ ಇಂಟನ್ನ್ಶನ್ ಮಾರ್ಕೆಟ್ಟಲ್ಲಿ ತುಂಬಾನೆ ಬೇಡಿಕೆದೆ ಆದ್ರೆ ಎಸ್ಟೊಂದು ಬೇಡಿಕರು ಈ ಮರನ ರೈತ ಬೆಳೆಯದ್ರಲ್ಲಿ ವಿಪಲಾಕ್ಟಿದನೆ ಯಾಖ್ಯಾಂತ ನೋಡುದರೆ ಈ ಒಂದು ಮರದ ಕಳಟಿ ವೆಶನ್ ಪ್ರಯಾಟಿಸು ಕರೆಕ್ಟಾಗಿ ತಿಳ್ಕೊಳ್ದೆಯರೊದರಿಂದ ಅದ್ಯೇನಂತಾಂದ್ರೆ ಈಸ್ ಶ್ರಗಂದ ಮರೆ ಏನಿದೆ ಅದಿನವು ಹೆಮ್ಮಿ ರೂಟ್ ಟ್ಯಾರ ಸೈಟ್ನಂತ ಹೇಳ್ಟಿವೆ ಅಂತಾಂದ್ರೆ ಈ ಒಂದು ಮರದ ಬೇರಿನ ಸ್ಟಕ್ಚರ್ ಬೇರಿನ ರಚನೆಯೇನಿರುತೆ ಅದು ಕರೆಕ್ಟಾಗಿ ಡವಲಪ್ಪಾಗಿರಲಅಂದ್ರೆ ಬೇರೆ ಒಂದು ಮರದ ಮೇಲೆ ಈ ಒಂದು ಮರ ಡಿಪೆಂಡಾಗಿರದೆ ಹಗಾಗೆ ನಿಯವು ಶ್ರೀಗಂದ ಬೆಳಿತಿದಿರಾಂತಾಂದ್ರೆ ಅದುಕ್ಕೆ ಒಂದು ಹೋಸ್ಟ್ ಪ್ಲ್ಯಾಂಟ್ ನಿವು ದೊರೆಕುಸ್ಕೊಳ್ಬೇಕಾಗದೆ ಶ್ರೀಗಂದನ ಮರದ ಬೇರುಗಳು ಕರಕ್ಟಾಗಿ ರಚನೆ ಅಗ್ಬೇರೋಕಾರಣ ಅದು ತನಗೆ ತನೆಯನ್ನು ನೀರಾಗಿರುಬುದು ಮೀನರಲ್ ಸಾಗಿರ್ುಬುದು ನ್ಯೂಟನೆಂಡ್ ಸಾಗಿರುಬುದು ತೊಗಳ ಸಾಮರ್ಥ್ಯ ಹೊಂದಿರಲ ಇದು ಬೇರೆ ಮರದ ಬೇರಿನ ಮೇಲೆ ನೀರು ಪೋಷಕಾಂಶಗಳ ಹೀರ್ಕೊಳಕ್ಕೆ ಡಿಪಣ್ಣಾಗಿರದೆಹಾಗಾದ್ರೆ ಇ ಒೊಂದು ಶ್ರೇಗಂದ ಮರ ಬೆಳೆಯಕ್ಕೆ ಯಾವಯಾವು ಬೆಳೆನ ಹೋಸ್ಟಗಿ ಕೊಡ್ಬೊದವಂತನಾವು ನೋಡದಾದ್ರೆ ಮೊದಲದಾಗಿ ಯಗ್ರಫೊಾರಿಸಟಿಡ್ರಿಸ್ ಇವಾಗ ಆರಣ್ಯಕೃಷಿ ಬೆಳೆಗಳು ಯಾವುದುಅಂತೆ ಹೆಬ್ಬೇವಿದೆ ಟೀಕಿದೆ ಹೊಣ್ಣೆ ಈ ಒಂದು ಮರಗಳ ಈ ಬೆಳೆಗೆ ಹೋಸ್ಟಾಗಿ ಕೊಡ್ಬುದುಅದಲ್ದೇ ಇ ಒೊಂದು ಶ್ರೇಗಂದ ಮರಕೆ ಬೆಸ್ ಹೋಸ್ಟಂತಾದ್ರೆ ಮಲ್ಬೇರಿ ಅಂದ ಹಿಪ್ಪು ನೇರಳೆ
SandalWoodNewsStories_305.mp3,1,
SandalWoodNewsStories_305.mp3,2,ಹಾಗಾಗಿ ನಾವು ಒಂದು ಮರದಿಂದ ಸುಮರು 2ಪ್0ಕೆಜಿನ ಪಟ್ಕೊಂಡ್ರೆ ಅದ್ರಿಂದನಾವಸು ಮರು ಒಂದು ಲಕ್ಷದ ಇಪ್ಪಸ್ಸೌದ ಶ್ರುಹಣನ ಗಳಸಬಹುದುಸುವ ಒಂದು ಎಕ್ರಿಗೆ ನೂರಾರುವತು ಮರಗಳಾದ್ರೆ ನೂರಾರ್ವತು ಮರಗಳಿಂದನವು ಸುಮರು ಎರಡ ಕೊಟ್ಟಿ ದುಡ್ಣ ಪಡ್ಕೊಬುದು ಆದಲ್ದೇಈ ಶ್ರೀಗಂದ ಮರಗಳ ಮಧ್ಯನವು ಹಣ್ಣಿನ ಬೆಳೆಗಳದ ಪಾಯ ಖಾಕೊಬಹುದು ಜೊತೆಗೆ ನಿಂಬೆ ಹಾಕೊಬುದು ಹಳಸು ಹಾಕೊಬೋುದು ದಾಳಿಂಬೆ ಹಾಕೊಬೋುದು ಈ ರೀತಿ ಮರಗಳ್ಳ ಹಾಕೊಳದರಿಂದನವೆಗೆ ಅವುಗಳಿನ ಕೂಡ ಆದಾಯನ ಪಡ್ಕೊಬಹುದು
SandalWoodNewsStories_305.mp3,3,ಆದ್ರೆ ಇಸ್ಟಲ್ಲ ಬೇಡಿಕೇರೊ ಈ ಒಂದು ಶ್ರೀಗಂದ ಮರನ ಬೆಳಿ ಬೇಕವಂತಾದ್ರೆ ತುಂಬ ಮುಖ್ಯವಾದ ಪ್ರಾಬ್ಲ ಮೇನಂತಾಂ್ರೆ ಇದೂ ಕಳ್ವಾಗುವದುಅಂದ್ರೆ ಕಳ್ಡ್ರು ಬಂದು ಈ ಮರನ ತೊಗೊಂಡಹೊಬ್ಬುದುಹಾಗಾಗಿನಾವು ಈ ಒಂದು ಮರಕ್ಕೆ ರಕ್ಷಣೆನ ಕೊಡ್ಬೇಕಾದತೆ ಇ ಒಂದು ಶ್ರೀಗಂದ ಮರ ಇತ್ತಿ ಚಿಗೆ ಪ್ರೊಡಕ್ಷನ್ ಕಡಿಮೆ ಅತ್ತಿರುವರಿಂದ ಇದ್ರ ಒೊಂದು ಬೇಡಿಕೆ ಜಾಸ್ತಿಯಾಗೋದರಿಂದ ಗೌದ್ಮೆಂಟ ಕೂಡ ಶ್ರಗಂದ ಮರನ ಬೆಳಸಕ್ಕೆ ತುಂಬ ಸ್ಪೋಟ್ ಮಾಟ್ತೈದೆ ಕಾನ್ನಾಟಕ ಗೌನ್ಮೆಂಟಿಂದ ಗ್ರೋಮೋರ್ ಸ್ಯಾಂಡಲ್ಹುಡನ ಪ್ರಾೌಜೆಟ್ ಕೂಡ ಈ ಒಂದು ಮರನ ಬೆಳೆಸುವದುಕೆ ಮಾಡಿದರೆ ಇ ಒಂದು ಮರದಲ್ ರಕ್ಷಣಗೆ ಬಂದ್ರೆ ಮೊದುಲೆ ದಾಗಿ ಏನಂತಾಂ್ರನವು ಮೈಕ್ರುೋ ಚಿಪ್ಸ್ ನ ಬಳ್ ಸೀ ಈ ಒಂದು ಮರದ ರಕ್ಷಣೆ ಮಾಡದು ಅದು ಹೇಗ್ಯಾಂತ ನೋಡೊದಾದ್ರೆ ಈ ಒಂದು ಶ್ರೀಗಂದ ಮರದ ರಕ್ಷಣೆಗಾಗಿ ಗೌಬೆೈಂಟಿಯಿಂದ ಈ ಪ್ರೊಟಕ್ಷನ್ ಅನ್ನು ಒಂದು ಸಿಷ್ಟಮಿದೆ ಇ ದೇನಂತ ಹೇಳದ್ರ ಮೈಕ್ರೋ ಚಿಪ್ಸ್ ನ ಅಳವಡಿಸಿ ಮರಗಳ್ಳ ರಕ್ಷಣೆ ಮಾಡದುಅದು ಹೇಗೆಅಂತಾಂದ್ರೆ ಇವಗ ಭೂಮಿಯಿಂದ ಎಂಟುಫಿಟ್ ಉದ್ದಕ್ಕೆ ನಾವು ಮೈಕ್ರೋಚಿಪ್ ನ ಮರಗಳಲ್ಲಿ ಅಳ್ವಡ್ಸುದುಇದುನ ಇಂಡಿಯನ್ ಉಟ್ಸೈನ್ಸ್ ಅಂಟೆಕ್ನಲಜಿಾವರು ಮಾಡಿರವಂತ್ದುಸೋಯನಾಗುತ್ತಯಂತಾದ್ರೈವಗೆರದು ಕಳ್ಡರು ನಿಮ ತೋಟಕ್ಕೆ ಬಂದ್ರೆ ಅವ ಗೇನಾಗ ತಂತಾದ್ರ ಈ ಒಂದು ಸಿ್ಟಮಲ್ಲಿ ಡ್ರೋನೀರತೆ ಹಾಗೆ ನೈಟ್ ವಿಜೆನ್ ಕ್ಯಾಮರ ಡೇವಿಜಣ್ ಕ್ಯಾಮ್ರೈರತಯಾರದ್ರು ನಿಮ ತೋಟಕ್ಕೆ ಬಂದಾಗಾದು ಕ್ಯಾಮ್ರದಲ್ಲಿ ಇಮೆ ಜಸ್ನ ಕ್ಯಾರ್ಚರ್ಮಾಡತೆ ಆ ಒಂದು ಆ ಜೊತೆಗೆ ಮೈಕ್ೃೋಚಿ ಪೇನಿರುತಯದಲ್ಲಿ ಹಳವರು ಸರ್ವರಿರುತೆ ಆದ್ರಲಿ ಒಂದು ಸರ್ವರೊ ಇಂಡಿಯನ್ ಉಡ್ಸೆನ್ ಸೆಂಟೆಕ್ನಾಲಜೇಗೂಕೂಡ ಕನೆಕ್ಟಾಗಿರದ ನಿಂತೋಟಕೆರದು ಬಂದ್ರೆ ಅಲ್ಲಿ ಅೌರ್ಗೂ ಕೂಡ ಸಿಜ್ನಲ್ಬರತೆ
SandalWoodNewsStories_305.mp3,4,ಜೊತೆಗೆ ಮರನ ಕಟ್ಮಾಡಿ ತೊಗೊಂಡಹೋದಾಗ ಏನಾಗತ್ತಯಂತಾಂದ್ರೆ ಕಲ್ಡಿನ ಟ್ರ್ಯಾತ್ಮಾಡಿಕೂಡ ಹಿಡಿಬಹುದು ಆದ್ರೆ ನೀವು ಈ ಪ್ರೊಟೆಕ್ಷನ್ಸಿಸ್ಟಮ ನ ನಿಮ್ಮ ತೋಟದಲ್ಲಿ ಅಳ್ವರ್ಸ್ಕೊಬೇಕವಂತಾಂದ್ರೆ ನಿಂತೋಟ್ಟಲ್ಲಿ ಮಿನಿಮ ಮಾಂದರು ನೂರು ಶ್ರೀಗನ ಮರನ ನಇವು ಹಾಕೊಂಡಿರ್ಬೇಕು
SandalWoodNewsStories_305.mp3,5,ಆದ್ರಿ ನೀವು ಈ ದೆಲ್ಲ ಗೌದಮೆಂಟ್ ಮೇಲೆ ಡಿಪೆಂಡ ದ್ದ ನೀವೆ ಮಾಡ್ ಕೊಬೇಕಂತಂದ್ರ ಏನ್ ಮಾಡ್ಬೋುದುವಂತಾಂದ್ರೆ ನಿವು ಸುತ್ತ ಮುತ್ತ ಬಿದಿರಿನ ಒಂದು ಬೆಳೆನ ಬೆಳೆಬೋುದು ಈ ಒಂದು ಬೀದ್ರಿನ ಬೆಳೆಯಲ್ಲಿ ಜಾಸ್ಸಿ ಮುಳ್ಳಿರೊವದರಿಂದ ಹಾಗೆ ತುಂಬ ತಿಕ್ಕಾಗಿ ಬೆಳೆಯೋದರಿಂದ ಅದಿನ ಸುಲ್ಬವಾಗಿ ಕಡೆಯ ಖಾಗಲ ಹಾಗ್ಯಾಒಂದು ಮರಗಳು ಸುಮರು ನತ್ರಿಂದ 50 ಫೀಟಸ್ ರು ಬೆಳ್ಕೊಳುದರಿಂದ ಶ್ರೀಗಂತದ ಮರ ಬೆಳೆದಿರದು ಕೂಡ ಆಪ್ಕಪಕದವರ್ಗೆ ಕಾಂಡಿಸಲ ಅದಲ್ದನಿವು ಬೇರೆ ಬರೆ ತರಹದಿಂದ ಕೂಡ ಫೆನ್ಸಿಂ್ ನ ಕೊಡುಬುದಿವಗ ಕಬ್ಣದಿಂದ ಆಗಿರ್ಬೋುದೋ ಅಥ ಒನ್ನೊಂದು ಮರಕ್ಕೆನೆ ಬಾರ್ಬಿಡ್ವೈರಿಂದ ಫೆನ್ಸಿಂಗ್ ಮಾಡುವದಾಗಿರ್ಬೋುದು ಇದುರಿಂದ ಮಾಟ್ ಈರಿತಿ ಮಾಡದರಿದನವು ಮರಗಳ್ಳ ರಕ್ಷಣೆ ಪಟ್ಕೊಬುದು ಅದಲ್ದನಿು ತೋ್ಟದಲ್ಲಿನ5ದಳ್ಳಣ ಸಾಕೊಂಡರೆ ಅವುಗಳು ಕೂಡ ರಕ್ಷಣೆ ಮಾಡ್ತದೆ ಅದಲ್ದೇ ನೀವೇ ಸಿ_eಸಿಟ್ಿ ವಿಕಯಾಂಬ್ರನ ಕೂಡ ಇನ್ಸ್ಟಲ್ಮಾಡ್ಕೊಬುದು ಈ ಒಂದು ಮರದ ಬೇಡಿಕೆ ಜಾಸ್ಸಿರುದರಿಂದ ಇದಕ್ಕೆ ಗೌದಮೆಂಟಿಂದ ಕೂಡ ಹಲವಾರು ಸೌಲಭ್ಯಗಳಿದೆ ನೀವು ಸೇಡ್ಲಿಂಗ್ ನ ಕರಿದಿ ಮಾಡ್ಬೇಕಾದ್ರೆ ಅಂದ್ರ ಸ್ಯಗಣ ಕರಿದಿ ಮಾಡ್ಬೇಕಾದ್ರೆ ಒಂದು ಮರನ ಸಕ್ಸಿಡಿ ರೇಟಲ್ಲಿ ಅಂತಾದ್ರೆ ಮೂರಿನಿಂದ 5ು ರೂಪ ಒಂದು ಸೀಡ್ ಲಿಂಗೆ ಅರಣ್ಯ ಇಲಾಕೆ ಯೆಂದನೆ ನೀವು ತೊಗಬಹುದು
SandalWoodNewsStories_305.mp3,6,ಹಾಗೆ ಸಿರಿ ಚೆಂಡನಾನ್ನು ಸ್ಕೀಮಿಂದ ಈ ಒಂದು ಮರೆ ಬೆಳೆಯೊಹುದುಕ್ಕೆ ಸಹಾಯಧನ ಕೂಡ ಸಿದ್ಗದೆ ಅದಲ್ದೇ ಇಂಚುರೆಂ್ ಸಂದ್ರೆ ಬೆಳೆ ವಿಮೆ ಕೂಡ ಈ ಒಂದು ಬೆಳೆಗೆ ಸಿಗ್ತೆ ಅದಶ್ಟೆಯಲ್ಲ ಹಲವರು ಸಾಲ ಸೌಲಭ್ಯ ಕೂಡ ಇದೆ ಅದಲ್ದೇ ಊೂರಲ್ಲಿರು ಎಲ್ಲ ರೈತ್ತರೂ ಒಂದು ಬೆಳೆನ ಬೆಳಕೊಂಡ್ರೆ ಸಾಮುಹಿಕವಾಗಿ ರಕ್ಷಣೆನ ಕೊಡ್ಬೋದು ಈವೊು ಶ್ರೀಘಲದ ರಣಿಯು ಯಾಹೀಟಿ ಮಳ್ಣ ಬೇಟಬೆಹೆಯುವಎಲ್ಲ ಯೆವೇಕಳ್ಳಿಸಕ್ಗೆ ಅಳಸ್ಟಆಕ್ಯಾಹಿಯಿಜ್ಟೆಲ್ಲ ರೇಡಿಗೆಯು ಮರಳಈೀಮ್ಲೌಟಳ್ಲಿವೆ ಒಂದು ಆದರಳಾ್ಕಿವಟ್ಟವ್ಮಿಸಿದಎೆ ದಟ್ಟರೊಸಾ ಲಾಕುದಿಕೆ ಶುರುಮಾಡ್ದಗಿಂದ ಮಸ್ತು ಜಾಸ್ತಿ ಬರ್ವ ಇದ ಅದಿಗ್ರನಾದಯನ್ನು ಜವಸ್ತಿಯಾಗಿದ ೊದುಸದೊಳ್ಡು ಸೋ
SandalWoodNewsStories_33.mp3,0,ಸ್ಡೆನೆ ಹನುಗಲ್ಲೋಲದುಂದ ಲಾತುಸೂತಹೊತು
SandalWoodNewsStories_33.mp3,1,ಟನ್ಯಾಟ್ೆಜೂ ಅಲ್ ಲೈಂಟಿಸ್ ಒನ ಸಲುಮಲ್ಲೈನಲ್ದೆ ಒಂದು ಮಳಿದಿಂದೆ ಇನೂಮಯಾಗದು ಉದಿದಇಲಿಸ್ಟು ಭಡಾರ್ಗ ಅಸ್ತು ಹು ನಿದೇಜ ಯಲ್ಸ್ ಗಿಳೂಡು ಜಾನ ಲೈಗೆದಲ ಇಲ್ೊಯುವ ಜಲಯೋಗದಲ್ಲಾಗುವುದು ಆ
SandalWoodNewsStories_33.mp3,2,ಇನೊ ಮಂಗ್ಯಸಲವ ಆಾಗುವಿ ಸೈಡು ಸಲ್ವ ವ್ಯಹ್ಹೆ ಸೆಟ್ಣ ಆಂಟರಿಣಲ್ಲದೆ ಪ್ರೂಕ್ಷ್ ವಾಗಲ ನಾದೂ ಶಾಗದರ್ಿ ನಾಲದೆ ಅದುಂ ಾ ಕಯಸಲು ಎಲ್ ದರೆ ಹೋಷ್ಟ ಇಡನರ ್ನ ಹಿಸಲು ಇಲ್ಲದೂರಲ ಅದಹದನ್ನು ಹಂ್ಲಸಗಳೆ ಹಾದ ರುಸಲ್ ಅಂಮಿಸೆಯ ಮದಿಲ್ನಾ ಹುಡುಈವು ಜಾಲಸ್ವಾಣೆ ಅಹಿಳಾಯದಸ ವಸ್ರೆ ಮಾಡೆ ಸ್ವಲ್ಪನಿಗೆ ಒಟಾಶಲ್ಸ್ ಧ್ಯಾ್ಶೃಸ್ತಯ ತೊಡೆದೆ ಈ ಹಿಡಾ ಆಹಾದಾಯವು ರೈವಲಿ ಲೋಸನೇಲಾಯದ್ಯ ಜನ ನ ಅಫ್ ವೆನ್ಸ್ರೈವರಿಹೋಸ್ ೌಿಹೋಲೋ ವಿಲಾಂದನ್ನಿ ಹಿಳೆ ನೋಗಲೈಕಾಲ ಆದಹೇಳದಲಹೋದ
SandalWoodNewsStories_33.mp3,3,ಒಂ್ದರದ ವಿಧಸಹುಳಲಾ ವಿರಳು ಹಿಳಿಯುೋಲಾಕಗ
SandalWoodNewsStories_33.mp3,4,ಬಗೂ
SandalWoodNewsStories_33.mp3,5,ತೊಮ ತೊಂತುಧಮ್ ತೋತೊಂಧಮ್ದೊತ್ವಯಜಾಜ
SandalWoodNewsStories_33.mp3,6,ಅವೇೈವಲ್ಯೋಸ್ಲೋಲಯನಾಲದೇ ಈ ಹಿಳವೂ ಎರಡ ಒಷ್ಣಾಶಿವ್ಳಲ್ ಎಸ್ತಂದ್ದು ಶಾರೂ ಸಹುರಗಳು ಒಂದು ಅರಷ ಎರಡೋಲ್ಲ ಆಮೆ ತೂದ್ಯಾಯ ವಿನದೆ ಒಣಹುದ
SandalWoodNewsStories_33.mp3,7,ಒದಇಲ್ಲ
SandalWoodNewsStories_33.mp3,8,ಉದ್ಾರದಿನಲ ಒಣಲು ೌತ್ಾಜಿನರು ಒಳದೊಂಬು ಜ್ನೀಿಯನಾಲದ ತೊಗರಿ ಒೋಯವುದ ಬತ್ತದಾರತೆ ಅತ್ಕೊಗರಿಲ್ಯೂಧಹದ ಸೂಫಖ್ಪನೆಲ್ಲ ಶ್ರಿಯಿಂದ ನವೃದ್ಧೆ ಅಲಿಯುಮು ನರತಾಹದ್ಯ ಅಲಿಯೇ ತ್ಯಾನುಶಎಬ್ಬಂದಿದ ಅಧಿನದ ಅವತಾಯದೆ ಅಲಿ ಗೋರಿದುದ್ದತೆ ಹೊಂಗಿದ್ದು
SandalWoodNewsStories_33.mp3,9,ಶುಣನ ಧಲಸಿದ್ದವು ತೌರಿಯಿಗೆನ ವಿಜೂವನಲ ಯುಂಸಿಗಿನ್ ಆರ್ಭಗೆರ್ಣೆ ಬಾದಲ್ಲೇ
SandalWoodNewsStories_33.mp3,10,ಇವ ಮುಶ್ಜಿಗಲು ಹೊಸತಿ ಶಸಿಹವೊಂದ ಒಂದುವರಣಿ ಎರಡೆಸುತ್ತಲೇ ಒಂ ಹೂ ಹೀಢರಲ್ಲಿ ನಡುವೆ ಮೊಗರೆ ಸ್ವೆರ್ಯ ನೆಲ್ತಹೆನ್ದು ಸಹಸ್ಯದರ
SandalWoodNewsStories_33.mp3,11,ಇವತ್ತು ಸರ್ಸಹಿಯ ಅದು ನೆಶ್ಯೋಗೀ
SandalWoodNewsStories_33.mp3,12,ಯಾಜಿವೇನ
SandalWoodNewsStories_33.mp3,13,ಎಜಿರನಲ್ಲಿದೆು ಸರಣಿಲ ತನ್ ಯುನೌೋ ನಿಗಮ
SandalWoodNewsStories_33.mp3,14,ಯುಮೂ ಮನತ್ಮ ಫಾಸ್ತ ಗಳೇಯರದ ಮಾಗುಳುವನಿಸವಲ್ಪ ಗಾರಸೆ ಿಲ್ಲದು
